shipping_id,order_id,shipping_date,delivery_date,carrier,tracking_number,status
43029,43029,2023-12-19,2023-12-28,Aramex,TRK45923708,delivered
43030,43030,2024-02-02,2024-02-03,Aramex,TRK31233720,delivered
43031,43031,2024-01-06,2024-01-18,FedEx,TRK07123886,cancelled
43032,43032,2025-05-29,2025-06-02,Aramex,TRK39987527,delivered
43033,43033,2024-06-23,2024-06-26,FedEx,TRK17538589,delivered
43034,43034,2025-03-21,2025-03-26,FedEx,TRK68834000,delivered
43035,43035,,,DHL,TRK36166542,shipped
43036,43036,2024-07-06,,FedEx,TRK17246783,shipped
43037,43037,2025-07-23,2025-07-29,Aramex,TRK76611236,delivered
43038,43038,,,DHL,TRK29065060,delivered
43039,43039,,,Aramex,TRK82865075,shipped
43040,43040,,,Aramex,TRK38099886,delivered
43041,43041,2024-03-03,2024-03-13,USPS,TRK30923650,delivered
43042,43042,,,UPS,TRK38517114,delivered
43043,43043,,,DHL,TRK09409875,delivered
43044,43044,2023-12-27,2023-12-28,UPS,TRK16363871,delivered
43045,43045,2025-03-08,2025-03-11,Aramex,TRK55556540,delivered
43046,43046,2025-07-14,,UPS,TRK46910971,delivered
43047,43047,2025-04-27,2025-05-01,DHL,TRK16942672,delivered
43048,43048,2023-10-23,2023-11-05,UPS,TRK53102136,delivered
43049,43049,2024-03-27,2024-04-04,DHL,TRK15069107,delivered
43050,43050,2024-06-15,2024-06-21,DHL,TRK45663464,delivered
43051,43051,2024-01-02,2024-01-14,FedEx,TRK90948833,delivered
43052,43052,,,USPS,TRK04933402,delivered
43053,43053,2024-03-18,2024-03-29,FedEx,TRK25752783,cancelled
43054,43054,2024-03-16,,UPS,TRK98088709,cancelled
43055,43055,2025-03-26,2025-04-03,DHL,TRK30558686,delivered
43056,43056,2024-06-18,2024-07-02,FedEx,TRK52629629,delivered
43057,43057,,,DHL,TRK23440175,delivered
43058,43058,2024-08-17,2024-08-25,USPS,TRK88056930,delivered
43059,43059,2024-10-12,,USPS,TRK37445397,delivered
43060,43060,2024-03-17,2024-03-20,UPS,TRK49488471,delivered
43061,43061,2025-05-23,2025-05-27,UPS,TRK09799180,delivered
43062,43062,2024-12-30,2025-01-03,USPS,TRK46210922,shipped
43063,43063,2024-09-21,2024-10-05,DHL,TRK70761457,delivered
43064,43064,2025-06-08,2025-06-19,UPS,TRK35820718,delivered
43065,43065,,,DHL,TRK64994987,delivered
43066,43066,,,Aramex,TRK89245717,delivered
43067,43067,,,USPS,TRK58633530,delivered
43068,43068,2024-04-16,2024-04-17,Aramex,TRK51029068,delivered
43069,43069,2023-11-28,2023-11-30,Aramex,TRK85672627,delivered
43070,43070,2024-05-05,2024-05-14,FedEx,TRK80756033,shipped
43071,43071,2025-09-15,2025-09-28,DHL,TRK88465060,cancelled
43072,43072,2025-07-06,2025-07-16,USPS,TRK00418779,delivered
43073,43073,,,FedEx,TRK08134363,delivered
43074,43074,2024-10-26,2024-11-07,DHL,TRK28859903,delivered
43075,43075,2023-10-07,2023-10-20,FedEx,TRK04865586,delivered
43076,43076,2025-07-04,,FedEx,TRK11198378,delivered
43077,43077,2024-02-29,2024-03-02,Aramex,TRK61886564,delivered
43078,43078,2025-08-22,2025-08-29,DHL,TRK43884370,delivered
43079,43079,2024-02-26,,UPS,TRK87389646,delivered
43080,43080,2023-10-07,2023-10-18,Aramex,TRK67298622,delivered
43081,43081,2024-09-04,,DHL,TRK47053537,delivered
43082,43082,2024-06-03,,UPS,TRK27334475,delivered
43083,43083,2024-12-19,2024-12-22,DHL,TRK89529606,delivered
43084,43084,2023-12-03,2023-12-04,DHL,TRK75875575,delivered
43085,43085,2025-01-10,,USPS,TRK17179646,shipped
43086,43086,2024-06-26,2024-06-27,Aramex,TRK14426712,shipped
43087,43087,2023-12-21,2024-01-03,Aramex,TRK17011329,delivered
43088,43088,2024-08-25,2024-09-02,FedEx,TRK45677404,delivered
43089,43089,2024-01-20,2024-02-03,USPS,TRK33888544,delivered
43090,43090,2025-06-14,,USPS,TRK11740340,pending
43091,43091,2025-08-25,2025-09-04,UPS,TRK45946319,cancelled
43092,43092,2024-10-19,2024-10-27,DHL,TRK44175713,delivered
43093,43093,2023-12-25,,DHL,TRK57211402,delivered
43094,43094,2024-03-15,,UPS,TRK65556826,delivered
43095,43095,2024-06-01,2024-06-07,Aramex,TRK31887518,delivered
43096,43096,2025-03-21,2025-03-25,FedEx,TRK18880449,delivered
43097,43097,2025-03-03,,FedEx,TRK58948696,delivered
43098,43098,2023-10-23,,Aramex,TRK62810119,delivered
43099,43099,2023-10-24,2023-11-03,Aramex,TRK45886751,delivered
43100,43100,,,USPS,TRK50972457,pending
43101,43101,2024-12-28,2025-01-09,FedEx,TRK12287503,cancelled
43102,43102,2024-07-01,2024-07-10,UPS,TRK50789843,delivered
43103,43103,2025-08-31,2025-09-05,Aramex,TRK53282198,delivered
43104,43104,2025-03-04,2025-03-12,Aramex,TRK22958134,delivered
43105,43105,2025-04-03,,FedEx,TRK11964565,delivered
43106,43106,,,FedEx,TRK02340828,shipped
43107,43107,2024-05-16,2024-05-18,USPS,TRK57079689,cancelled
43108,43108,2025-02-10,2025-02-14,DHL,TRK69363552,delivered
43109,43109,2024-07-04,,USPS,TRK90491947,shipped
43110,43110,2025-02-17,2025-02-21,FedEx,TRK30932427,pending
43111,43111,2025-09-07,2025-09-11,UPS,TRK05475008,delivered
43112,43112,2023-11-10,2023-11-14,UPS,TRK18471997,shipped
43113,43113,2024-01-19,2024-01-28,USPS,TRK92669857,delivered
43114,43114,2025-09-02,2025-09-13,USPS,TRK54480379,delivered
43115,43115,2023-11-01,2023-11-09,DHL,TRK93093476,delivered
43116,43116,2023-11-07,2023-11-13,FedEx,TRK65696392,delivered
43117,43117,2024-04-10,,UPS,TRK18845448,delivered
43118,43118,2025-01-08,2025-01-18,USPS,TRK34421395,shipped
43119,43119,2025-05-21,2025-05-29,USPS,TRK30275225,shipped
43120,43120,2024-11-16,2024-11-21,UPS,TRK03961308,delivered
43121,43121,2024-07-23,2024-08-06,Aramex,TRK27363481,shipped
43122,43122,2023-11-25,2023-12-03,DHL,TRK09585636,delivered
43123,43123,2024-12-22,2025-01-03,UPS,TRK63267443,delivered
43124,43124,2024-04-01,2024-04-03,FedEx,TRK80109802,delivered
43125,43125,2025-08-25,2025-08-30,FedEx,TRK45321626,delivered
43126,43126,,,FedEx,TRK19269197,shipped
43127,43127,2025-01-07,2025-01-19,FedEx,TRK74815288,delivered
43128,43128,2024-10-04,,Aramex,TRK07931288,delivered
43129,43129,2025-05-12,2025-05-23,USPS,TRK89887364,delivered
43130,43130,2023-10-26,2023-11-07,USPS,TRK45256805,shipped
43131,43131,,,Aramex,TRK36257436,pending
43132,43132,2025-05-01,2025-05-03,UPS,TRK30943982,delivered
43133,43133,2024-03-16,2024-03-17,UPS,TRK54870875,delivered
43134,43134,,,DHL,TRK53137353,shipped
43135,43135,2024-03-24,2024-04-05,FedEx,TRK05716805,delivered
43136,43136,2025-09-02,2025-09-04,Aramex,TRK53273484,delivered
43137,43137,2023-11-24,2023-11-25,USPS,TRK37320828,delivered
43138,43138,2025-08-06,,FedEx,TRK50182962,shipped
43139,43139,2024-06-20,,USPS,TRK00955007,shipped
43140,43140,2025-04-10,2025-04-23,DHL,TRK24830137,shipped
43141,43141,2025-06-08,2025-06-22,FedEx,TRK26315649,delivered
43142,43142,,,USPS,TRK59619491,delivered
43143,43143,2024-12-04,2024-12-05,USPS,TRK32404633,shipped
43144,43144,2024-05-24,2024-05-30,UPS,TRK63698102,delivered
43145,43145,2024-03-03,2024-03-06,USPS,TRK99263254,shipped
43146,43146,2024-05-07,2024-05-08,UPS,TRK21443527,delivered
43147,43147,2024-01-20,2024-02-01,USPS,TRK15960902,delivered
43148,43148,2025-04-26,2025-04-30,DHL,TRK05110044,pending
43149,43149,2024-01-05,2024-01-06,USPS,TRK16443423,delivered
43150,43150,2025-02-10,,FedEx,TRK55437397,delivered
43151,43151,2024-05-05,2024-05-16,Aramex,TRK74137315,delivered
43152,43152,2024-05-04,2024-05-15,UPS,TRK95506623,shipped
43153,43153,2023-12-06,2023-12-11,DHL,TRK19088801,delivered
43154,43154,2023-09-20,2023-09-22,DHL,TRK87840198,delivered
43155,43155,2025-04-18,2025-05-01,USPS,TRK42895707,delivered
43156,43156,2024-01-21,,DHL,TRK84248606,delivered
43157,43157,2024-12-13,2024-12-22,DHL,TRK45893350,delivered
43158,43158,2024-12-27,2025-01-05,DHL,TRK62455859,delivered
43159,43159,2024-03-03,2024-03-05,Aramex,TRK09909915,delivered
43160,43160,2025-05-29,,UPS,TRK74824243,delivered
43161,43161,2025-06-19,2025-07-02,DHL,TRK28927289,delivered
43162,43162,2024-06-11,2024-06-12,UPS,TRK82613979,delivered
43163,43163,2024-11-04,2024-11-18,USPS,TRK62413244,delivered
43164,43164,2024-05-26,2024-05-29,FedEx,TRK70372677,delivered
43165,43165,2023-09-28,2023-10-10,UPS,TRK28325347,delivered
43166,43166,2025-08-22,2025-08-30,USPS,TRK76203654,delivered
43167,43167,2023-10-25,2023-10-27,DHL,TRK84589774,delivered
43168,43168,2024-07-16,2024-07-30,FedEx,TRK74181161,delivered
43169,43169,,,UPS,TRK96626029,cancelled
43170,43170,2024-02-13,2024-02-14,USPS,TRK44167274,cancelled
43171,43171,2024-08-01,,FedEx,TRK85335703,delivered
43172,43172,2025-04-09,,Aramex,TRK69076926,shipped
43173,43173,2024-10-10,2024-10-21,UPS,TRK41590749,delivered
43174,43174,2024-02-19,2024-02-26,DHL,TRK34667007,delivered
43175,43175,2024-07-16,2024-07-17,FedEx,TRK54997853,pending
43176,43176,2023-12-27,2024-01-06,DHL,TRK39204988,pending
43177,43177,2024-08-26,2024-09-08,USPS,TRK61219372,shipped
43178,43178,2024-06-25,2024-06-29,FedEx,TRK36376160,delivered
43179,43179,2024-04-15,2024-04-26,USPS,TRK64393367,delivered
43180,43180,2024-11-20,2024-12-02,UPS,TRK21358368,delivered
43181,43181,2024-07-14,2024-07-21,USPS,TRK48896203,delivered
43182,43182,2024-08-06,,UPS,TRK77574690,delivered
43183,43183,2024-07-17,2024-07-25,Aramex,TRK07629097,shipped
43184,43184,2023-10-31,2023-11-03,USPS,TRK01781004,delivered
43185,43185,2025-04-05,2025-04-08,FedEx,TRK37323151,delivered
43186,43186,2025-09-10,2025-09-12,DHL,TRK20797012,pending
43187,43187,2024-06-13,2024-06-17,UPS,TRK39783464,delivered
43188,43188,2025-08-06,2025-08-07,UPS,TRK77405740,cancelled
43189,43189,2025-07-06,,DHL,TRK20373005,shipped
43190,43190,,,FedEx,TRK53858517,shipped
43191,43191,2025-07-26,,DHL,TRK33363277,delivered
43192,43192,2024-11-22,2024-12-04,FedEx,TRK80919199,shipped
43193,43193,2024-11-23,,Aramex,TRK53965508,shipped
43194,43194,2025-07-14,2025-07-22,FedEx,TRK68842033,delivered
43195,43195,2024-08-20,2024-08-26,UPS,TRK15541017,delivered
43196,43196,2023-11-17,2023-11-24,USPS,TRK30480901,delivered
43197,43197,2025-02-22,2025-02-23,USPS,TRK37752740,delivered
43198,43198,2024-09-11,2024-09-22,DHL,TRK45307903,delivered
43199,43199,2023-11-23,2023-12-04,USPS,TRK76967346,delivered
43200,43200,2025-05-12,,DHL,TRK78576635,delivered
43201,43201,2024-07-22,2024-07-26,UPS,TRK05131659,delivered
43202,43202,2024-11-10,2024-11-13,Aramex,TRK14391404,cancelled
43203,43203,2024-08-23,2024-08-30,UPS,TRK80321037,delivered
43204,43204,2025-05-13,2025-05-23,Aramex,TRK21897902,delivered
43205,43205,2025-06-05,2025-06-09,FedEx,TRK76391440,pending
43206,43206,2025-06-15,2025-06-19,Aramex,TRK50200985,cancelled
43207,43207,2024-10-09,2024-10-14,USPS,TRK34411860,delivered
43208,43208,2025-04-22,2025-05-03,USPS,TRK78639536,delivered
43209,43209,2024-02-19,,USPS,TRK94412272,delivered
43210,43210,2024-10-10,,UPS,TRK82008776,delivered
43211,43211,2024-02-25,2024-03-06,DHL,TRK00757755,shipped
43212,43212,2025-06-29,2025-07-08,FedEx,TRK49342576,delivered
43213,43213,2024-09-27,2024-09-28,DHL,TRK25587598,shipped
43214,43214,2025-01-12,2025-01-19,FedEx,TRK05996305,shipped
43215,43215,2025-09-01,2025-09-09,Aramex,TRK84673898,shipped
43216,43216,2024-09-17,2024-09-30,FedEx,TRK05815402,delivered
43217,43217,2025-09-04,2025-09-06,Aramex,TRK39860385,delivered
43218,43218,2023-11-04,2023-11-17,USPS,TRK77077762,delivered
43219,43219,2024-04-22,2024-05-06,USPS,TRK43952066,delivered
43220,43220,2024-04-08,2024-04-13,FedEx,TRK13901310,shipped
43221,43221,,,Aramex,TRK73994244,delivered
43222,43222,2024-08-28,2024-09-10,USPS,TRK25848204,delivered
43223,43223,2023-11-06,2023-11-15,UPS,TRK63482983,delivered
43224,43224,2024-02-20,2024-02-26,FedEx,TRK99316866,delivered
43225,43225,2024-02-22,,USPS,TRK03472187,delivered
43226,43226,2025-08-04,,Aramex,TRK65728129,cancelled
43227,43227,2024-09-15,2024-09-26,USPS,TRK73611011,delivered
43228,43228,2024-02-22,2024-03-07,UPS,TRK16146376,delivered
43229,43229,2024-11-11,,USPS,TRK56164980,delivered
43230,43230,2023-10-14,2023-10-24,UPS,TRK62514301,shipped
43231,43231,2024-02-11,2024-02-18,Aramex,TRK37945913,delivered
43232,43232,2024-05-23,2024-05-27,USPS,TRK35355417,delivered
43233,43233,,,FedEx,TRK23053287,shipped
43234,43234,,,DHL,TRK09069423,delivered
43235,43235,2024-06-07,,UPS,TRK00673695,delivered
43236,43236,2024-11-08,2024-11-18,DHL,TRK86619035,delivered
43237,43237,2024-12-27,2025-01-05,UPS,TRK72996467,delivered
43238,43238,2025-04-04,2025-04-06,Aramex,TRK54921294,delivered
43239,43239,2023-11-09,2023-11-14,UPS,TRK20076051,delivered
43240,43240,,,FedEx,TRK14444301,delivered
43241,43241,2024-06-20,,DHL,TRK33037407,cancelled
43242,43242,2025-03-26,2025-04-04,FedEx,TRK82062281,shipped
43243,43243,2024-07-09,2024-07-17,UPS,TRK43284472,delivered
43244,43244,,,UPS,TRK45904002,delivered
43245,43245,2025-01-03,2025-01-15,USPS,TRK42642729,delivered
43246,43246,2024-10-05,2024-10-09,FedEx,TRK65659544,delivered
43247,43247,2023-10-18,2023-10-23,DHL,TRK32867646,delivered
43248,43248,2024-01-14,2024-01-28,USPS,TRK96822060,delivered
43249,43249,2025-02-28,2025-03-04,FedEx,TRK55577903,delivered
43250,43250,2025-08-30,2025-09-11,Aramex,TRK83189610,delivered
43251,43251,2025-09-06,2025-09-09,USPS,TRK48801881,delivered
43252,43252,2023-10-26,2023-11-06,Aramex,TRK58557479,shipped
43253,43253,2025-04-17,2025-04-28,FedEx,TRK86126763,delivered
43254,43254,2025-04-02,,USPS,TRK46718300,delivered
43255,43255,2025-03-09,2025-03-22,UPS,TRK06598393,pending
43256,43256,2025-08-18,,Aramex,TRK35215974,delivered
43257,43257,2025-07-03,2025-07-05,UPS,TRK37880709,delivered
43258,43258,2024-07-28,2024-08-09,DHL,TRK05173999,pending
43259,43259,2025-04-23,2025-04-29,FedEx,TRK61807992,delivered
43260,43260,2024-12-13,2024-12-23,UPS,TRK40441648,pending
43261,43261,2025-08-25,,FedEx,TRK89747425,delivered
43262,43262,2023-12-27,2024-01-06,DHL,TRK92317787,delivered
43263,43263,2025-02-01,2025-02-12,USPS,TRK45759649,delivered
43264,43264,2025-08-13,2025-08-14,USPS,TRK23276932,shipped
43265,43265,2025-05-14,2025-05-22,USPS,TRK44973442,shipped
43266,43266,,,UPS,TRK45021416,delivered
43267,43267,2025-08-03,2025-08-14,UPS,TRK88664596,delivered
43268,43268,2023-11-30,2023-12-13,Aramex,TRK40121360,delivered
43269,43269,2024-05-01,2024-05-10,Aramex,TRK28311923,delivered
43270,43270,,,UPS,TRK01583103,delivered
43271,43271,2023-10-14,2023-10-19,Aramex,TRK31054562,delivered
43272,43272,2024-02-26,,DHL,TRK71195372,delivered
43273,43273,2025-02-12,,Aramex,TRK08906343,delivered
43274,43274,,,USPS,TRK42204324,delivered
43275,43275,2024-05-01,2024-05-10,USPS,TRK83274875,delivered
43276,43276,2024-05-08,2024-05-13,USPS,TRK23876113,delivered
43277,43277,2024-10-28,2024-11-10,USPS,TRK96284331,shipped
43278,43278,2023-10-28,,UPS,TRK93830350,pending
43279,43279,2024-07-10,2024-07-15,DHL,TRK11472952,shipped
43280,43280,2023-12-13,2023-12-21,Aramex,TRK15941003,delivered
43281,43281,2025-06-29,,FedEx,TRK35789775,delivered
43282,43282,2024-05-20,2024-05-26,FedEx,TRK03362408,shipped
43283,43283,2025-05-27,2025-06-06,DHL,TRK82308270,cancelled
43284,43284,2024-01-04,2024-01-18,DHL,TRK82560859,shipped
43285,43285,2024-02-15,,FedEx,TRK24919187,delivered
43286,43286,2025-04-02,2025-04-08,DHL,TRK21147337,delivered
43287,43287,2024-08-31,2024-09-02,Aramex,TRK44728035,delivered
43288,43288,2023-10-23,2023-10-31,USPS,TRK16705106,pending
43289,43289,,,Aramex,TRK26186577,delivered
43290,43290,2023-10-03,2023-10-16,Aramex,TRK31410690,shipped
43291,43291,2024-09-26,2024-10-09,UPS,TRK20180844,delivered
43292,43292,2024-10-22,2024-10-25,USPS,TRK22747430,delivered
43293,43293,2025-07-07,2025-07-09,UPS,TRK01279128,delivered
43294,43294,,,UPS,TRK86355971,delivered
43295,43295,2025-05-22,,USPS,TRK74367693,delivered
43296,43296,,,FedEx,TRK30107031,delivered
43297,43297,2024-10-07,2024-10-20,USPS,TRK62763640,delivered
43298,43298,2024-02-07,2024-02-15,USPS,TRK63809533,delivered
43299,43299,2023-12-05,2023-12-18,UPS,TRK21817464,delivered
43300,43300,,,UPS,TRK67564206,shipped
43301,43301,2023-12-02,2023-12-05,UPS,TRK46467987,delivered
43302,43302,2025-07-08,2025-07-22,UPS,TRK07718160,delivered
43303,43303,2024-11-16,2024-11-30,USPS,TRK79710226,delivered
43304,43304,,,USPS,TRK66384352,delivered
43305,43305,2024-04-21,2024-04-28,UPS,TRK22568309,shipped
43306,43306,2024-04-04,2024-04-07,FedEx,TRK25500695,delivered
43307,43307,2024-05-08,2024-05-09,USPS,TRK26697737,delivered
43308,43308,2024-03-31,2024-04-11,Aramex,TRK12777139,delivered
43309,43309,2024-09-07,2024-09-20,USPS,TRK55730503,pending
43310,43310,2025-05-03,,Aramex,TRK28503284,pending
43311,43311,2024-04-23,2024-05-03,FedEx,TRK53500327,delivered
43312,43312,2025-06-24,2025-06-29,USPS,TRK52009409,shipped
43313,43313,2025-04-08,2025-04-18,DHL,TRK01912633,shipped
43314,43314,,,USPS,TRK40330652,delivered
43315,43315,2025-02-21,2025-02-28,DHL,TRK99178706,delivered
43316,43316,2024-07-01,,DHL,TRK71089173,delivered
43317,43317,2024-11-03,,FedEx,TRK96240256,delivered
43318,43318,2024-12-22,2024-12-24,UPS,TRK53848692,delivered
43319,43319,2024-12-14,2024-12-17,DHL,TRK95111096,cancelled
43320,43320,2024-04-19,2024-04-22,DHL,TRK48194446,delivered
43321,43321,2024-02-01,2024-02-14,Aramex,TRK91170458,delivered
43322,43322,2023-12-02,2023-12-16,DHL,TRK80000978,delivered
43323,43323,2024-06-18,2024-06-21,DHL,TRK27003973,delivered
43324,43324,2024-10-02,2024-10-09,USPS,TRK51041133,cancelled
43325,43325,2024-02-07,2024-02-09,FedEx,TRK37978825,delivered
43326,43326,2025-03-09,,Aramex,TRK80582316,pending
43327,43327,2023-09-17,2023-09-20,UPS,TRK01705514,delivered
43328,43328,,,USPS,TRK53198880,delivered
43329,43329,2023-12-18,,USPS,TRK54692035,delivered
43330,43330,2025-08-29,2025-09-11,DHL,TRK03885292,delivered
43331,43331,2024-10-08,2024-10-10,FedEx,TRK83115267,delivered
43332,43332,2024-01-26,2024-02-04,DHL,TRK22597661,delivered
43333,43333,2024-07-20,2024-07-27,UPS,TRK27568036,shipped
43334,43334,2025-07-22,2025-07-28,Aramex,TRK20928828,delivered
43335,43335,2023-11-09,,Aramex,TRK98544501,delivered
43336,43336,2024-02-19,2024-03-02,Aramex,TRK91973225,delivered
43337,43337,2025-07-27,2025-08-08,USPS,TRK52662323,delivered
43338,43338,2025-03-24,2025-03-31,USPS,TRK11665224,delivered
43339,43339,2024-09-30,2024-10-06,DHL,TRK36865036,delivered
43340,43340,2025-05-10,2025-05-12,USPS,TRK03341643,delivered
43341,43341,,,FedEx,TRK52534187,delivered
43342,43342,2024-08-08,2024-08-20,DHL,TRK20064732,cancelled
43343,43343,2025-05-01,2025-05-13,Aramex,TRK25203279,delivered
43344,43344,2025-02-12,2025-02-13,USPS,TRK38707261,delivered
43345,43345,2024-10-25,2024-10-29,UPS,TRK09514210,delivered
43346,43346,2024-07-10,2024-07-19,FedEx,TRK47062883,delivered
43347,43347,,,UPS,TRK55002305,pending
43348,43348,2025-03-30,2025-04-13,USPS,TRK54687715,delivered
43349,43349,2025-01-09,2025-01-14,USPS,TRK56860065,shipped
43350,43350,2024-05-23,,USPS,TRK51966433,shipped
43351,43351,2025-02-17,2025-02-28,USPS,TRK33981912,delivered
43352,43352,2024-10-25,2024-10-28,UPS,TRK33212395,delivered
43353,43353,2025-02-17,2025-02-28,DHL,TRK02369994,delivered
43354,43354,2025-02-16,2025-02-19,USPS,TRK85352962,shipped
43355,43355,2024-11-19,,DHL,TRK96835390,shipped
43356,43356,2024-02-26,2024-03-03,USPS,TRK06743503,delivered
43357,43357,2024-11-01,2024-11-10,FedEx,TRK44229721,delivered
43358,43358,2025-02-03,2025-02-10,USPS,TRK54503472,delivered
43359,43359,2023-11-08,2023-11-19,DHL,TRK54550672,shipped
43360,43360,2024-10-22,,UPS,TRK59338234,shipped
43361,43361,2024-11-14,2024-11-19,DHL,TRK96556326,shipped
43362,43362,2025-02-01,,Aramex,TRK46143643,delivered
43363,43363,2023-10-19,2023-10-27,Aramex,TRK30294578,delivered
43364,43364,,,DHL,TRK33799907,delivered
43365,43365,2025-08-15,2025-08-16,FedEx,TRK39330821,cancelled
43366,43366,2025-07-07,2025-07-16,USPS,TRK44367079,shipped
43367,43367,2024-01-17,2024-01-29,FedEx,TRK75094361,delivered
43368,43368,2024-07-20,2024-07-23,Aramex,TRK88526979,shipped
43369,43369,2024-05-16,2024-05-30,DHL,TRK24824304,delivered
43370,43370,2024-03-29,2024-04-08,DHL,TRK96943109,delivered
43371,43371,2024-09-04,2024-09-07,Aramex,TRK26227125,shipped
43372,43372,,,DHL,TRK04045208,delivered
43373,43373,2025-01-27,2025-02-05,Aramex,TRK46087133,delivered
43374,43374,2025-01-12,2025-01-22,USPS,TRK10328030,shipped
43375,43375,2025-07-03,,UPS,TRK50584961,delivered
43376,43376,2025-01-15,2025-01-17,USPS,TRK75060872,delivered
43377,43377,2024-10-31,2024-11-14,USPS,TRK55133705,delivered
43378,43378,2023-11-26,2023-12-07,FedEx,TRK43449485,delivered
43379,43379,2023-11-23,2023-11-28,UPS,TRK25344391,delivered
43380,43380,2025-05-17,2025-05-31,USPS,TRK18318095,shipped
43381,43381,2025-08-20,2025-08-27,UPS,TRK14400351,delivered
43382,43382,2025-06-17,,Aramex,TRK10195481,shipped
43383,43383,2024-09-20,2024-09-24,Aramex,TRK34499717,delivered
43384,43384,2025-09-07,,USPS,TRK83895409,delivered
43385,43385,2025-07-10,2025-07-19,FedEx,TRK74572591,delivered
43386,43386,2024-01-21,2024-01-27,UPS,TRK49921727,delivered
43387,43387,2024-06-22,2024-06-26,FedEx,TRK19301538,delivered
43388,43388,2025-02-27,,FedEx,TRK06721047,delivered
43389,43389,2025-05-20,2025-05-29,FedEx,TRK44676910,delivered
43390,43390,2024-03-11,2024-03-13,DHL,TRK37067907,shipped
43391,43391,,,Aramex,TRK08254691,delivered
43392,43392,2024-07-30,2024-07-31,USPS,TRK03111959,delivered
43393,43393,2024-02-15,2024-02-25,UPS,TRK71668028,delivered
43394,43394,2024-10-24,2024-11-02,DHL,TRK14063513,delivered
43395,43395,2025-08-25,2025-08-26,UPS,TRK80258759,delivered
43396,43396,2025-05-10,2025-05-15,Aramex,TRK42597668,cancelled
43397,43397,2025-09-01,2025-09-08,Aramex,TRK96061745,delivered
43398,43398,2024-02-19,2024-02-27,FedEx,TRK73041467,delivered
43399,43399,2025-05-09,2025-05-16,USPS,TRK22926319,delivered
43400,43400,2024-06-08,2024-06-20,Aramex,TRK35453355,delivered
43401,43401,2024-08-01,2024-08-06,UPS,TRK36032413,delivered
43402,43402,2024-07-19,2024-07-26,USPS,TRK80474280,delivered
43403,43403,2023-12-28,2024-01-03,USPS,TRK30807260,delivered
43404,43404,2023-11-08,2023-11-09,FedEx,TRK93430817,delivered
43405,43405,2023-11-26,2023-11-27,USPS,TRK89831974,delivered
43406,43406,,,USPS,TRK08011149,delivered
43407,43407,2024-12-26,2025-01-01,FedEx,TRK05075422,shipped
43408,43408,2025-08-04,2025-08-10,USPS,TRK15388285,delivered
43409,43409,2025-06-26,2025-07-09,FedEx,TRK19071227,delivered
43410,43410,2024-05-02,2024-05-06,DHL,TRK05548315,delivered
43411,43411,2024-07-15,2024-07-23,FedEx,TRK30802315,shipped
43412,43412,2024-03-02,,Aramex,TRK23355367,delivered
43413,43413,2023-10-13,2023-10-20,DHL,TRK70944084,delivered
43414,43414,2024-09-26,2024-09-27,UPS,TRK90048276,delivered
43415,43415,2024-08-19,2024-09-01,DHL,TRK37390776,shipped
43416,43416,2024-06-16,2024-06-18,UPS,TRK27127241,delivered
43417,43417,2025-08-27,2025-09-05,FedEx,TRK06406467,shipped
43418,43418,2025-06-28,,DHL,TRK03141667,delivered
43419,43419,2024-04-28,2024-05-07,DHL,TRK40429383,shipped
43420,43420,2025-05-06,2025-05-14,USPS,TRK10106965,delivered
43421,43421,2024-02-14,2024-02-20,DHL,TRK77021983,delivered
43422,43422,2024-06-20,2024-07-03,Aramex,TRK05432687,delivered
43423,43423,2024-05-27,,Aramex,TRK31394241,shipped
43424,43424,2024-08-26,,USPS,TRK18006183,delivered
43425,43425,,,DHL,TRK47734954,cancelled
43426,43426,2024-06-09,2024-06-20,Aramex,TRK99104782,shipped
43427,43427,2025-03-07,2025-03-17,Aramex,TRK97105444,delivered
43428,43428,2025-07-14,2025-07-20,DHL,TRK35676729,delivered
43429,43429,2024-03-13,2024-03-22,DHL,TRK82080800,cancelled
43430,43430,2024-10-14,2024-10-18,DHL,TRK01396803,delivered
43431,43431,2024-08-19,2024-08-27,USPS,TRK55474383,delivered
43432,43432,2024-09-18,,UPS,TRK69536241,shipped
43433,43433,2024-02-27,2024-03-04,UPS,TRK27911959,delivered
43434,43434,2024-03-05,2024-03-12,UPS,TRK63968725,delivered
43435,43435,2024-02-24,2024-02-29,Aramex,TRK17453767,delivered
43436,43436,2025-01-24,,USPS,TRK89021294,cancelled
43437,43437,2024-04-26,2024-05-06,UPS,TRK43748714,shipped
43438,43438,2025-04-13,2025-04-14,FedEx,TRK69286463,delivered
43439,43439,,,UPS,TRK32775061,delivered
43440,43440,,,DHL,TRK86963597,delivered
43441,43441,2024-09-26,2024-10-05,DHL,TRK08343013,delivered
43442,43442,2024-07-10,2024-07-23,USPS,TRK30009576,shipped
43443,43443,,,DHL,TRK53851907,delivered
43444,43444,2024-03-29,2024-04-10,USPS,TRK67364211,delivered
43445,43445,2024-06-05,2024-06-11,DHL,TRK38447579,delivered
43446,43446,2023-12-29,,FedEx,TRK77469971,shipped
43447,43447,2023-12-03,,UPS,TRK19359963,delivered
43448,43448,2023-10-24,2023-11-05,Aramex,TRK26766421,delivered
43449,43449,,,FedEx,TRK53812685,cancelled
