shipping_sk,shipping_id,carrier,tracking_number,shipping_status,entry_date_key
37184,37184,Aramex,TRK20871568,delivered,20250928
37185,37185,UPS,TRK72636753,delivered,20250928
37186,37186,UPS,TRK02483154,delivered,20250928
37187,37187,USPS,TRK85553369,delivered,20250928
37188,37188,USPS,TRK97770574,delivered,20250928
37189,37189,USPS,TRK68436765,delivered,20250928
37190,37190,USPS,TRK87728061,delivered,20250928
37191,37191,DHL,TRK34149803,delivered,20250928
37192,37192,Aramex,TRK47088878,delivered,20250928
37193,37193,FedEx,TRK28345042,shipped,20250928
37194,37194,DHL,TRK93271463,shipped,20250928
37195,37195,USPS,TRK01110839,shipped,20250928
37196,37196,Aramex,TRK59330103,shipped,20250928
37197,37197,UPS,TRK54732096,delivered,20250928
37198,37198,UPS,TRK47003983,delivered,20250928
37199,37199,USPS,TRK85098909,delivered,20250928
37200,37200,UPS,TRK99235474,delivered,20250928
37201,37201,FedEx,TRK46149828,delivered,20250928
37202,37202,DHL,TRK55786375,shipped,20250928
37203,37203,USPS,TRK91538799,delivered,20250928
37204,37204,FedEx,TRK10978029,delivered,20250928
37205,37205,FedEx,TRK40377546,delivered,20250928
37206,37206,DHL,TRK55869929,pending,20250928
37207,37207,Aramex,TRK33638904,delivered,20250928
37208,37208,Aramex,TRK22181330,pending,20250928
37209,37209,Aramex,TRK47185386,delivered,20250928
37210,37210,Aramex,TRK21899041,delivered,20250928
37211,37211,DHL,TRK50254003,delivered,20250928
37212,37212,DHL,TRK19642112,shipped,20250928
37213,37213,DHL,TRK23554006,delivered,20250928
37214,37214,FedEx,TRK72579876,delivered,20250928
37215,37215,DHL,TRK71289081,delivered,20250928
37216,37216,DHL,TRK78015441,delivered,20250928
37217,37217,Aramex,TRK38476511,delivered,20250928
37218,37218,UPS,TRK21457389,pending,20250928
37219,37219,Aramex,TRK38687793,delivered,20250928
37220,37220,UPS,TRK24990647,shipped,20250928
37221,37221,DHL,TRK91410737,pending,20250928
37222,37222,DHL,TRK75399094,delivered,20250928
37223,37223,Aramex,TRK01391432,shipped,20250928
37224,37224,FedEx,TRK11716295,shipped,20250928
37225,37225,USPS,TRK15918482,shipped,20250928
37226,37226,USPS,TRK92387959,shipped,20250928
37227,37227,UPS,TRK14655579,shipped,20250928
37228,37228,FedEx,TRK67974005,shipped,20250928
37229,37229,USPS,TRK29782020,shipped,20250928
37230,37230,UPS,TRK82399568,delivered,20250928
37231,37231,Aramex,TRK28767201,delivered,20250928
37232,37232,Aramex,TRK25686436,delivered,20250928
37233,37233,DHL,TRK35277073,delivered,20250928
37234,37234,DHL,TRK12762158,delivered,20250928
37235,37235,DHL,TRK50262562,pending,20250928
37236,37236,USPS,TRK43344368,delivered,20250928
37237,37237,UPS,TRK61223873,delivered,20250928
37238,37238,DHL,TRK35875280,shipped,20250928
37239,37239,DHL,TRK46399546,delivered,20250928
37240,37240,Aramex,TRK40527172,delivered,20250928
37241,37241,Aramex,TRK39188034,delivered,20250928
37242,37242,USPS,TRK16037768,delivered,20250928
37243,37243,UPS,TRK84262112,delivered,20250928
37244,37244,FedEx,TRK55447301,delivered,20250928
37245,37245,FedEx,TRK71769882,delivered,20250928
37246,37246,USPS,TRK62737294,delivered,20250928
37247,37247,FedEx,TRK48105784,cancelled,20250928
37248,37248,FedEx,TRK85748362,delivered,20250928
37249,37249,UPS,TRK35339620,delivered,20250928
37250,37250,USPS,TRK60029296,delivered,20250928
37251,37251,FedEx,TRK39777258,shipped,20250928
37252,37252,DHL,TRK75416140,pending,20250928
37253,37253,Aramex,TRK07303672,delivered,20250928
37254,37254,UPS,TRK37390665,delivered,20250928
37255,37255,UPS,TRK94585095,cancelled,20250928
37256,37256,USPS,TRK32642540,delivered,20250928
37257,37257,USPS,TRK62305193,delivered,20250928
37258,37258,FedEx,TRK20339424,shipped,20250928
37259,37259,DHL,TRK80195995,delivered,20250928
37260,37260,Aramex,TRK04064400,delivered,20250928
37261,37261,DHL,TRK79061950,delivered,20250928
37262,37262,USPS,TRK19865200,delivered,20250928
37263,37263,FedEx,TRK80649225,delivered,20250928
37264,37264,Aramex,TRK36545696,delivered,20250928
37265,37265,USPS,TRK02343342,shipped,20250928
37266,37266,UPS,TRK36965658,shipped,20250928
37267,37267,UPS,TRK33145585,delivered,20250928
37268,37268,DHL,TRK54001888,delivered,20250928
37269,37269,Aramex,TRK80731842,delivered,20250928
37270,37270,USPS,TRK82116571,delivered,20250928
37271,37271,FedEx,TRK56027004,delivered,20250928
37272,37272,Aramex,TRK18682197,delivered,20250928
37273,37273,FedEx,TRK75912394,shipped,20250928
37274,37274,DHL,TRK63088811,delivered,20250928
37275,37275,FedEx,TRK11757771,shipped,20250928
37276,37276,Aramex,TRK75608684,cancelled,20250928
37277,37277,FedEx,TRK82443341,delivered,20250928
37278,37278,FedEx,TRK91336211,shipped,20250928
37279,37279,USPS,TRK45738849,delivered,20250928
37280,37280,USPS,TRK96222847,delivered,20250928
37281,37281,DHL,TRK61825282,delivered,20250928
37282,37282,DHL,TRK62759178,pending,20250928
37283,37283,DHL,TRK52265080,delivered,20250928
37284,37284,USPS,TRK91583811,delivered,20250928
37285,37285,FedEx,TRK83781873,delivered,20250928
37286,37286,USPS,TRK25400401,delivered,20250928
37287,37287,UPS,TRK79615686,delivered,20250928
37288,37288,USPS,TRK23907541,shipped,20250928
37289,37289,DHL,TRK32501190,delivered,20250928
37290,37290,DHL,TRK88439552,shipped,20250928
37291,37291,USPS,TRK31168125,shipped,20250928
37292,37292,DHL,TRK61343836,delivered,20250928
37293,37293,USPS,TRK31774413,shipped,20250928
37294,37294,USPS,TRK17631286,delivered,20250928
37295,37295,USPS,TRK39673441,delivered,20250928
37296,37296,Aramex,TRK86846459,delivered,20250928
37297,37297,UPS,TRK83975308,shipped,20250928
37298,37298,USPS,TRK10613380,delivered,20250928
37299,37299,UPS,TRK13986825,delivered,20250928
37300,37300,Aramex,TRK88470897,shipped,20250928
37301,37301,UPS,TRK45230102,delivered,20250928
37302,37302,FedEx,TRK29649719,shipped,20250928
37303,37303,Aramex,TRK01272468,delivered,20250928
37304,37304,USPS,TRK40471211,delivered,20250928
37305,37305,USPS,TRK95925937,delivered,20250928
37306,37306,USPS,TRK35289726,delivered,20250928
37307,37307,FedEx,TRK46311057,shipped,20250928
37308,37308,USPS,TRK85461879,delivered,20250928
37309,37309,DHL,TRK61675382,delivered,20250928
37310,37310,FedEx,TRK59383220,delivered,20250928
37311,37311,Aramex,TRK33432383,shipped,20250928
37312,37312,USPS,TRK95629869,shipped,20250928
37313,37313,FedEx,TRK00333640,delivered,20250928
37314,37314,USPS,TRK41076840,shipped,20250928
37315,37315,FedEx,TRK12488795,shipped,20250928
37316,37316,Aramex,TRK30383250,shipped,20250928
37317,37317,USPS,TRK25470116,delivered,20250928
37318,37318,UPS,TRK48218890,delivered,20250928
37319,37319,USPS,TRK66301264,shipped,20250928
37320,37320,USPS,TRK59943004,delivered,20250928
37321,37321,FedEx,TRK78724385,delivered,20250928
37322,37322,USPS,TRK65091190,delivered,20250928
37323,37323,FedEx,TRK45690344,delivered,20250928
37324,37324,DHL,TRK80600014,pending,20250928
37325,37325,Aramex,TRK31104372,delivered,20250928
37326,37326,USPS,TRK45189622,delivered,20250928
37327,37327,UPS,TRK85922027,delivered,20250928
37328,37328,FedEx,TRK92245188,delivered,20250928
37329,37329,UPS,TRK80670880,delivered,20250928
37330,37330,UPS,TRK60130115,delivered,20250928
37331,37331,DHL,TRK46984631,delivered,20250928
37332,37332,USPS,TRK84083772,delivered,20250928
37333,37333,USPS,TRK15129403,delivered,20250928
37334,37334,USPS,TRK99246509,delivered,20250928
37335,37335,USPS,TRK18154543,delivered,20250928
37336,37336,Aramex,TRK55539184,cancelled,20250928
37337,37337,DHL,TRK47819694,pending,20250928
37338,37338,DHL,TRK91583412,delivered,20250928
37339,37339,UPS,TRK16176706,delivered,20250928
37340,37340,UPS,TRK58135896,delivered,20250928
37341,37341,FedEx,TRK31228024,delivered,20250928
37342,37342,FedEx,TRK66619572,delivered,20250928
37343,37343,FedEx,TRK79059850,pending,20250928
37344,37344,UPS,TRK30792498,delivered,20250928
37345,37345,UPS,TRK10933968,shipped,20250928
37346,37346,UPS,TRK81557585,delivered,20250928
37347,37347,UPS,TRK50000918,shipped,20250928
37348,37348,UPS,TRK50604209,delivered,20250928
37349,37349,USPS,TRK03008694,shipped,20250928
37350,37350,DHL,TRK70701195,delivered,20250928
37351,37351,UPS,TRK91101092,delivered,20250928
37352,37352,FedEx,TRK00964287,delivered,20250928
37353,37353,FedEx,TRK83640237,delivered,20250928
37354,37354,USPS,TRK53289122,cancelled,20250928
37355,37355,FedEx,TRK00144532,delivered,20250928
37356,37356,FedEx,TRK21517310,delivered,20250928
37357,37357,USPS,TRK48378319,shipped,20250928
37358,37358,USPS,TRK65477001,delivered,20250928
37359,37359,FedEx,TRK19067514,pending,20250928
37360,37360,DHL,TRK63026754,delivered,20250928
37361,37361,UPS,TRK53203349,shipped,20250928
37362,37362,USPS,TRK60806647,shipped,20250928
37363,37363,Aramex,TRK94425395,delivered,20250928
37364,37364,Aramex,TRK45402195,shipped,20250928
37365,37365,UPS,TRK75067386,delivered,20250928
37366,37366,USPS,TRK98217346,delivered,20250928
37367,37367,DHL,TRK65017724,pending,20250928
37368,37368,UPS,TRK42059841,pending,20250928
37369,37369,Aramex,TRK73952656,delivered,20250928
37370,37370,USPS,TRK91908459,shipped,20250928
37371,37371,FedEx,TRK37296807,shipped,20250928
37372,37372,FedEx,TRK33130707,delivered,20250928
37373,37373,FedEx,TRK19365262,shipped,20250928
37374,37374,FedEx,TRK50453082,delivered,20250928
37375,37375,FedEx,TRK92026701,shipped,20250928
37376,37376,USPS,TRK00304702,delivered,20250928
37377,37377,FedEx,TRK86768849,delivered,20250928
37378,37378,DHL,TRK93468124,delivered,20250928
37379,37379,USPS,TRK10156952,shipped,20250928
37380,37380,UPS,TRK84202835,shipped,20250928
37381,37381,Aramex,TRK44218385,delivered,20250928
37382,37382,Aramex,TRK23094194,delivered,20250928
37383,37383,Aramex,TRK23569181,shipped,20250928
37384,37384,Aramex,TRK56119295,delivered,20250928
37385,37385,UPS,TRK70414505,delivered,20250928
37386,37386,Aramex,TRK26297966,delivered,20250928
37387,37387,DHL,TRK03886769,cancelled,20250928
37388,37388,FedEx,TRK08493244,delivered,20250928
37389,37389,USPS,TRK10196681,delivered,20250928
37390,37390,USPS,TRK34488450,delivered,20250928
37391,37391,DHL,TRK89100275,delivered,20250928
37392,37392,UPS,TRK33575531,delivered,20250928
37393,37393,USPS,TRK87868381,shipped,20250928
37394,37394,USPS,TRK23617131,delivered,20250928
37395,37395,USPS,TRK46022697,pending,20250928
37396,37396,Aramex,TRK48503737,shipped,20250928
37397,37397,UPS,TRK94620028,pending,20250928
37398,37398,DHL,TRK91362100,delivered,20250928
37399,37399,USPS,TRK54220251,delivered,20250928
37400,37400,Aramex,TRK17695501,shipped,20250928
37401,37401,USPS,TRK50282017,delivered,20250928
37402,37402,FedEx,TRK71960105,delivered,20250928
37403,37403,UPS,TRK34771125,delivered,20250928
37404,37404,UPS,TRK00060175,delivered,20250928
37405,37405,Aramex,TRK43216143,delivered,20250928
37406,37406,DHL,TRK19883248,delivered,20250928
37407,37407,FedEx,TRK16788792,delivered,20250928
37408,37408,DHL,TRK12644323,delivered,20250928
37409,37409,UPS,TRK39431343,delivered,20250928
37410,37410,USPS,TRK37453268,delivered,20250928
37411,37411,FedEx,TRK05273192,delivered,20250928
37412,37412,Aramex,TRK60675190,delivered,20250928
37413,37413,FedEx,TRK01571589,delivered,20250928
37414,37414,UPS,TRK05572394,delivered,20250928
37415,37415,USPS,TRK80065545,shipped,20250928
37416,37416,USPS,TRK87163287,delivered,20250928
37417,37417,UPS,TRK25978239,delivered,20250928
37418,37418,Aramex,TRK51124738,cancelled,20250928
37419,37419,USPS,TRK00048390,shipped,20250928
37420,37420,Aramex,TRK44838113,delivered,20250928
37421,37421,UPS,TRK92739513,delivered,20250928
37422,37422,Aramex,TRK81827230,delivered,20250928
37423,37423,FedEx,TRK91080825,pending,20250928
37424,37424,USPS,TRK12894568,delivered,20250928
37425,37425,DHL,TRK51092558,delivered,20250928
37426,37426,Aramex,TRK01378132,shipped,20250928
37427,37427,Aramex,TRK45895596,cancelled,20250928
37428,37428,FedEx,TRK31362440,delivered,20250928
37429,37429,Aramex,TRK73162908,delivered,20250928
37430,37430,USPS,TRK98797555,delivered,20250928
37431,37431,Aramex,TRK66448173,delivered,20250928
37432,37432,UPS,TRK21695850,delivered,20250928
37433,37433,Aramex,TRK13139593,shipped,20250928
37434,37434,USPS,TRK63026769,delivered,20250928
37435,37435,UPS,TRK15904858,shipped,20250928
37436,37436,DHL,TRK51404104,cancelled,20250928
37437,37437,FedEx,TRK52472862,shipped,20250928
37438,37438,DHL,TRK63215109,shipped,20250928
37439,37439,UPS,TRK89808299,shipped,20250928
37440,37440,DHL,TRK73146908,delivered,20250928
37441,37441,USPS,TRK57472257,delivered,20250928
37442,37442,FedEx,TRK57792015,delivered,20250928
37443,37443,DHL,TRK99269654,delivered,20250928
37444,37444,USPS,TRK51605291,delivered,20250928
37445,37445,FedEx,TRK98371019,delivered,20250928
37446,37446,FedEx,TRK16145180,shipped,20250928
37447,37447,FedEx,TRK29408516,pending,20250928
37448,37448,DHL,TRK40372177,delivered,20250928
37449,37449,Aramex,TRK38197994,delivered,20250928
37450,37450,USPS,TRK59344866,delivered,20250928
37451,37451,DHL,TRK00339154,delivered,20250928
37452,37452,Aramex,TRK35060236,delivered,20250928
37453,37453,FedEx,TRK37154990,delivered,20250928
37454,37454,Aramex,TRK81380930,delivered,20250928
37455,37455,USPS,TRK85891969,pending,20250928
37456,37456,FedEx,TRK98432027,shipped,20250928
37457,37457,USPS,TRK69831198,delivered,20250928
37458,37458,Aramex,TRK54136138,delivered,20250928
37459,37459,USPS,TRK95161156,delivered,20250928
37460,37460,USPS,TRK89006354,delivered,20250928
37461,37461,FedEx,TRK68656124,delivered,20250928
37462,37462,UPS,TRK71722264,pending,20250928
37463,37463,USPS,TRK45365080,delivered,20250928
37464,37464,DHL,TRK18032596,delivered,20250928
37465,37465,USPS,TRK55531747,shipped,20250928
37466,37466,FedEx,TRK51513866,delivered,20250928
37467,37467,UPS,TRK08911599,delivered,20250928
37468,37468,Aramex,TRK58386055,delivered,20250928
37469,37469,USPS,TRK67094693,delivered,20250928
37470,37470,UPS,TRK51000685,delivered,20250928
37471,37471,Aramex,TRK77817088,delivered,20250928
37472,37472,USPS,TRK89169866,delivered,20250928
37473,37473,USPS,TRK16577212,shipped,20250928
37474,37474,FedEx,TRK71067025,delivered,20250928
37475,37475,UPS,TRK68637133,delivered,20250928
37476,37476,DHL,TRK50920917,delivered,20250928
37477,37477,FedEx,TRK11521195,shipped,20250928
37478,37478,FedEx,TRK29264899,delivered,20250928
37479,37479,USPS,TRK21910874,delivered,20250928
37480,37480,UPS,TRK54773786,delivered,20250928
37481,37481,USPS,TRK68070883,delivered,20250928
37482,37482,USPS,TRK43480585,delivered,20250928
37483,37483,UPS,TRK52656477,shipped,20250928
37484,37484,UPS,TRK46430103,delivered,20250928
37485,37485,USPS,TRK37121344,shipped,20250928
37486,37486,DHL,TRK52841097,delivered,20250928
37487,37487,DHL,TRK18893472,cancelled,20250928
37488,37488,Aramex,TRK71998748,shipped,20250928
37489,37489,UPS,TRK38801369,delivered,20250928
37490,37490,FedEx,TRK22054698,delivered,20250928
37491,37491,UPS,TRK32861331,delivered,20250928
37492,37492,USPS,TRK54897607,delivered,20250928
37493,37493,Aramex,TRK34538132,cancelled,20250928
37494,37494,Aramex,TRK86794712,delivered,20250928
37495,37495,Aramex,TRK99734673,shipped,20250928
37496,37496,FedEx,TRK28840227,shipped,20250928
37497,37497,FedEx,TRK04194100,delivered,20250928
37498,37498,USPS,TRK44715197,delivered,20250928
37499,37499,UPS,TRK41774197,delivered,20250928
37500,37500,Aramex,TRK33654504,delivered,20250928
37501,37501,USPS,TRK74537536,pending,20250928
37502,37502,UPS,TRK64057161,delivered,20250928
37503,37503,FedEx,TRK77202058,shipped,20250928
37504,37504,UPS,TRK66288133,delivered,20250928
37505,37505,DHL,TRK18647641,delivered,20250928
37506,37506,DHL,TRK63805801,delivered,20250928
37507,37507,DHL,TRK31807451,delivered,20250928
37508,37508,Aramex,TRK08383382,delivered,20250928
37509,37509,UPS,TRK82868177,delivered,20250928
37510,37510,DHL,TRK86493085,delivered,20250928
37511,37511,USPS,TRK70851510,shipped,20250928
37512,37512,USPS,TRK08182672,delivered,20250928
37513,37513,Aramex,TRK77031483,shipped,20250928
37514,37514,DHL,TRK35719775,delivered,20250928
37515,37515,DHL,TRK84335785,delivered,20250928
37516,37516,FedEx,TRK48392672,delivered,20250928
37517,37517,FedEx,TRK99234178,shipped,20250928
37518,37518,FedEx,TRK03686013,delivered,20250928
37519,37519,DHL,TRK69927104,cancelled,20250928
37520,37520,USPS,TRK62803059,delivered,20250928
37521,37521,Aramex,TRK06190192,shipped,20250928
37522,37522,UPS,TRK80276407,delivered,20250928
37523,37523,FedEx,TRK78643830,shipped,20250928
37524,37524,FedEx,TRK89791935,delivered,20250928
37525,37525,DHL,TRK96287418,delivered,20250928
37526,37526,Aramex,TRK24706211,delivered,20250928
37527,37527,USPS,TRK69103069,delivered,20250928
37528,37528,USPS,TRK63120762,delivered,20250928
37529,37529,USPS,TRK19036158,delivered,20250928
37530,37530,USPS,TRK80182502,delivered,20250928
37531,37531,FedEx,TRK03345942,delivered,20250928
37532,37532,UPS,TRK86680770,delivered,20250928
37533,37533,UPS,TRK55310821,delivered,20250928
37534,37534,UPS,TRK29668688,delivered,20250928
37535,37535,UPS,TRK84073443,delivered,20250928
37536,37536,USPS,TRK65326628,delivered,20250928
37537,37537,Aramex,TRK80066915,delivered,20250928
37538,37538,DHL,TRK87389739,pending,20250928
37539,37539,Aramex,TRK91107655,delivered,20250928
37540,37540,UPS,TRK01570297,shipped,20250928
37541,37541,USPS,TRK73730102,delivered,20250928
37542,37542,Aramex,TRK90806390,delivered,20250928
37543,37543,UPS,TRK38702495,delivered,20250928
37544,37544,UPS,TRK87610031,delivered,20250928
37545,37545,FedEx,TRK21334415,delivered,20250928
37546,37546,USPS,TRK18162878,shipped,20250928
37547,37547,DHL,TRK38891135,delivered,20250928
37548,37548,UPS,TRK78646235,delivered,20250928
37549,37549,USPS,TRK28474098,delivered,20250928
37550,37550,USPS,TRK57039660,delivered,20250928
37551,37551,Aramex,TRK59474732,delivered,20250928
37552,37552,Aramex,TRK13326719,delivered,20250928
37553,37553,UPS,TRK99919963,delivered,20250928
37554,37554,FedEx,TRK59993985,delivered,20250928
37555,37555,UPS,TRK16084414,delivered,20250928
37556,37556,USPS,TRK31505540,shipped,20250928
37557,37557,USPS,TRK69907512,delivered,20250928
37558,37558,Aramex,TRK84913240,delivered,20250928
37559,37559,Aramex,TRK48648817,delivered,20250928
37560,37560,UPS,TRK02229730,shipped,20250928
37561,37561,USPS,TRK68336943,delivered,20250928
37562,37562,UPS,TRK19952241,delivered,20250928
37563,37563,FedEx,TRK80579704,delivered,20250928
37564,37564,FedEx,TRK79586456,delivered,20250928
37565,37565,FedEx,TRK24282066,shipped,20250928
37566,37566,FedEx,TRK51770016,delivered,20250928
37567,37567,USPS,TRK39237267,delivered,20250928
37568,37568,Aramex,TRK99045423,delivered,20250928
37569,37569,USPS,TRK97014275,delivered,20250928
37570,37570,UPS,TRK57776618,delivered,20250928
37571,37571,UPS,TRK45780458,delivered,20250928
37572,37572,UPS,TRK84276050,delivered,20250928
37573,37573,DHL,TRK58934167,shipped,20250928
37574,37574,Aramex,TRK84663415,delivered,20250928
37575,37575,Aramex,TRK01031434,delivered,20250928
37576,37576,USPS,TRK20642435,delivered,20250928
37577,37577,UPS,TRK88187062,delivered,20250928
37578,37578,DHL,TRK59206288,delivered,20250928
37579,37579,DHL,TRK43980084,cancelled,20250928
37580,37580,FedEx,TRK23146131,pending,20250928
37581,37581,Aramex,TRK47982269,delivered,20250928
37582,37582,USPS,TRK40543200,delivered,20250928
37583,37583,USPS,TRK30353796,shipped,20250928
37584,37584,DHL,TRK38384816,shipped,20250928
37585,37585,Aramex,TRK09918158,delivered,20250928
37586,37586,FedEx,TRK90542767,shipped,20250928
37587,37587,USPS,TRK30339503,delivered,20250928
37588,37588,UPS,TRK22814486,delivered,20250928
37589,37589,UPS,TRK48392838,delivered,20250928
37590,37590,FedEx,TRK49117867,delivered,20250928
37591,37591,DHL,TRK90815136,shipped,20250928
37592,37592,UPS,TRK61434990,delivered,20250928
37593,37593,Aramex,TRK03654637,shipped,20250928
37594,37594,Aramex,TRK49981486,pending,20250928
37595,37595,FedEx,TRK99739465,delivered,20250928
37596,37596,FedEx,TRK00156814,cancelled,20250928
37597,37597,FedEx,TRK27638699,delivered,20250928
37598,37598,FedEx,TRK91406493,delivered,20250928
37599,37599,USPS,TRK01966857,delivered,20250928
37600,37600,USPS,TRK26066392,delivered,20250928
37601,37601,DHL,TRK76726148,delivered,20250928
37602,37602,FedEx,TRK06872451,delivered,20250928
37603,37603,USPS,TRK36502211,shipped,20250928
37604,37604,DHL,TRK80032701,delivered,20250928
37605,37605,FedEx,TRK64842388,shipped,20250928
37606,37606,Aramex,TRK06761942,shipped,20250928
37607,37607,DHL,TRK55093766,shipped,20250928
37608,37608,FedEx,TRK59410402,delivered,20250928
37609,37609,FedEx,TRK84758343,shipped,20250928
37610,37610,DHL,TRK26708671,delivered,20250928
37611,37611,UPS,TRK20070371,delivered,20250928
37612,37612,UPS,TRK55613336,shipped,20250928
37613,37613,Aramex,TRK27659072,delivered,20250928
37614,37614,USPS,TRK48855393,delivered,20250928
37615,37615,USPS,TRK61631875,delivered,20250928
37616,37616,USPS,TRK07252763,delivered,20250928
37617,37617,UPS,TRK67800488,delivered,20250928
37618,37618,UPS,TRK00432360,delivered,20250928
37619,37619,DHL,TRK69185021,shipped,20250928
37620,37620,UPS,TRK38197480,delivered,20250928
37621,37621,FedEx,TRK70352500,shipped,20250928
37622,37622,Aramex,TRK92593507,shipped,20250928
37623,37623,UPS,TRK62409789,shipped,20250928
37624,37624,DHL,TRK59976840,delivered,20250928
37625,37625,Aramex,TRK78483279,delivered,20250928
37626,37626,USPS,TRK66832644,shipped,20250928
37627,37627,DHL,TRK36679763,delivered,20250928
37628,37628,DHL,TRK39817657,delivered,20250928
37629,37629,Aramex,TRK83829540,delivered,20250928
37630,37630,Aramex,TRK69952533,delivered,20250928
37631,37631,USPS,TRK53557979,shipped,20250928
37632,37632,USPS,TRK77699811,delivered,20250928
37633,37633,DHL,TRK70375375,shipped,20250928
37634,37634,USPS,TRK25900491,delivered,20250928
37635,37635,UPS,TRK50323310,shipped,20250928
37636,37636,UPS,TRK37565583,delivered,20250928
37637,37637,UPS,TRK00784994,delivered,20250928
37638,37638,Aramex,TRK91214661,delivered,20250928
37639,37639,DHL,TRK03268430,shipped,20250928
37640,37640,Aramex,TRK35177665,delivered,20250928
37641,37641,UPS,TRK41548250,pending,20250928
37642,37642,DHL,TRK97781699,shipped,20250928
37643,37643,UPS,TRK73788016,delivered,20250928
37644,37644,UPS,TRK18734302,delivered,20250928
37645,37645,Aramex,TRK55465239,delivered,20250928
37646,37646,UPS,TRK74683230,delivered,20250928
37647,37647,USPS,TRK10438365,delivered,20250928
37648,37648,UPS,TRK59011530,shipped,20250928
37649,37649,Aramex,TRK42766394,delivered,20250928
37650,37650,DHL,TRK35091867,delivered,20250928
37651,37651,Aramex,TRK99524513,delivered,20250928
37652,37652,FedEx,TRK70043388,cancelled,20250928
37653,37653,Aramex,TRK35184874,shipped,20250928
37654,37654,Aramex,TRK06401868,delivered,20250928
37655,37655,Aramex,TRK17120999,shipped,20250928
37656,37656,UPS,TRK82503391,shipped,20250928
37657,37657,FedEx,TRK02999891,shipped,20250928
37658,37658,UPS,TRK65077856,delivered,20250928
37659,37659,USPS,TRK05829764,delivered,20250928
37660,37660,FedEx,TRK37713118,delivered,20250928
37661,37661,DHL,TRK21727432,delivered,20250928
37662,37662,Aramex,TRK65319657,cancelled,20250928
37663,37663,UPS,TRK79478009,delivered,20250928
37664,37664,USPS,TRK90450644,delivered,20250928
37665,37665,Aramex,TRK17224138,delivered,20250928
37666,37666,Aramex,TRK99716675,shipped,20250928
37667,37667,Aramex,TRK77542230,delivered,20250928
37668,37668,DHL,TRK53224490,delivered,20250928
37669,37669,Aramex,TRK23153576,delivered,20250928
37670,37670,FedEx,TRK54751007,delivered,20250928
37671,37671,DHL,TRK80166962,delivered,20250928
37672,37672,DHL,TRK88526810,delivered,20250928
37673,37673,Aramex,TRK18937892,delivered,20250928
37674,37674,FedEx,TRK16924466,shipped,20250928
37675,37675,DHL,TRK69816994,delivered,20250928
37676,37676,UPS,TRK70309449,delivered,20250928
37677,37677,UPS,TRK98920951,delivered,20250928
37678,37678,FedEx,TRK07354649,pending,20250928
37679,37679,DHL,TRK53384232,delivered,20250928
37680,37680,USPS,TRK07174195,delivered,20250928
37681,37681,DHL,TRK79948824,shipped,20250928
37682,37682,UPS,TRK23633397,delivered,20250928
37683,37683,USPS,TRK77434126,delivered,20250928
37684,37684,USPS,TRK73553998,cancelled,20250928
37685,37685,UPS,TRK44013833,delivered,20250928
37686,37686,USPS,TRK59739249,delivered,20250928
37687,37687,FedEx,TRK53268954,delivered,20250928
37688,37688,DHL,TRK24992925,shipped,20250928
37689,37689,UPS,TRK76526908,delivered,20250928
37690,37690,DHL,TRK86517990,shipped,20250928
37691,37691,Aramex,TRK73094074,delivered,20250928
37692,37692,USPS,TRK27143939,delivered,20250928
37693,37693,UPS,TRK22352435,delivered,20250928
37694,37694,USPS,TRK94036727,delivered,20250928
37695,37695,DHL,TRK87864347,delivered,20250928
37696,37696,FedEx,TRK67118937,delivered,20250928
37697,37697,FedEx,TRK37170315,delivered,20250928
37698,37698,FedEx,TRK06840136,delivered,20250928
37699,37699,USPS,TRK73972943,delivered,20250928
37700,37700,USPS,TRK05401787,delivered,20250928
37701,37701,FedEx,TRK63433042,delivered,20250928
37702,37702,Aramex,TRK60549082,shipped,20250928
37703,37703,Aramex,TRK99337440,delivered,20250928
37704,37704,UPS,TRK48488413,delivered,20250928
37705,37705,Aramex,TRK01435817,delivered,20250928
37706,37706,USPS,TRK98328541,delivered,20250928
37707,37707,FedEx,TRK82626904,shipped,20250928
37708,37708,USPS,TRK76173387,delivered,20250928
37709,37709,DHL,TRK43881591,shipped,20250928
37710,37710,Aramex,TRK53602891,delivered,20250928
37711,37711,DHL,TRK91703387,delivered,20250928
37712,37712,Aramex,TRK38953112,delivered,20250928
37713,37713,FedEx,TRK28266074,delivered,20250928
37714,37714,DHL,TRK30910253,delivered,20250928
37715,37715,DHL,TRK44180304,delivered,20250928
37716,37716,UPS,TRK26186657,shipped,20250928
37717,37717,UPS,TRK12650283,delivered,20250928
37718,37718,FedEx,TRK93928702,delivered,20250928
37719,37719,DHL,TRK90163882,delivered,20250928
37720,37720,DHL,TRK36435925,delivered,20250928
37721,37721,FedEx,TRK97005081,delivered,20250928
37722,37722,DHL,TRK86522486,shipped,20250928
37723,37723,USPS,TRK18524671,delivered,20250928
37724,37724,Aramex,TRK20390219,delivered,20250928
37725,37725,FedEx,TRK86104867,delivered,20250928
37726,37726,FedEx,TRK57243899,cancelled,20250928
37727,37727,FedEx,TRK46854508,shipped,20250928
37728,37728,FedEx,TRK04522531,delivered,20250928
37729,37729,FedEx,TRK00668002,delivered,20250928
37730,37730,Aramex,TRK68320634,delivered,20250928
37731,37731,Aramex,TRK88527819,cancelled,20250928
37732,37732,USPS,TRK42981751,delivered,20250928
37733,37733,Aramex,TRK72114501,delivered,20250928
